"as_of","target","target_end_date","age_group","observation"
"5/5/2026","SARI",NA,"Overall",396
"5/5/2026","SARI",NA,"Overall",290
"5/5/2026","SARI",NA,"Overall",305
"5/5/2026","SARI",NA,"Overall",278
"5/5/2026","SARI",NA,"Overall",191
"5/5/2026","SARI",NA,"Overall",192
"5/5/2026","SARI",NA,"Overall",168
"5/5/2026","SARI",NA,"Overall",135
"5/5/2026","SARI",NA,"Overall",102
"5/5/2026","SARI",NA,"Overall",87
"5/5/2026","SARI",NA,"Overall",197
"5/5/2026","SARI",NA,"Overall",247
"5/5/2026","SARI",NA,"Overall",253
"5/5/2026","SARI",NA,"Overall",176
"5/5/2026","SARI",NA,"Overall",176
"5/5/2026","SARI",NA,"Overall",213
"5/5/2026","SARI",NA,"Overall",209
"5/5/2026","SARI",NA,"Overall",207
"5/5/2026","SARI",NA,"Overall",198
"5/5/2026","SARI",NA,"Overall",212
"5/5/2026","SARI",NA,"Overall",241
"5/5/2026","SARI",NA,"Overall",557
"5/5/2026","SARI",NA,"Overall",746
"5/5/2026","SARI",NA,"Overall",1031
"5/5/2026","SARI",NA,"Overall",832
"5/5/2026","SARI",NA,"Overall",825
"5/5/2026","SARI",NA,"Overall",830
"5/5/2026","SARI",NA,"Overall",877
"5/5/2026","SARI",NA,"Overall",707
"5/5/2026","SARI",NA,"Overall",645
"5/5/2026","SARI",NA,"Overall",642
"5/5/2026","SARI",NA,"Overall",596
"5/5/2026","SARI",NA,"Overall",616
"5/5/2026","SARI",NA,"Overall",598
"5/5/2026","SARI",NA,"Overall",492
"5/5/2026","SARI",NA,"Overall",424
"5/5/2026","SARI",NA,"Overall",394
"5/5/2026","SARI",NA,"Overall",284
"5/5/2026","SARI",NA,"Overall",242
"5/5/2026","SARI",NA,"Overall",221
"5/5/2026","SARI",NA,"Overall",202
"5/5/2026","SARI",NA,"Overall",151
"5/5/2026","SARI",NA,"Overall",113
"5/5/2026","SARI",NA,"Overall",150
"5/5/2026","SARI",NA,"Overall",163
"5/5/2026","SARI",NA,"Overall",170
"5/5/2026","SARI",NA,"Overall",164
"5/5/2026","SARI",NA,"Overall",227
"5/5/2026","SARI",NA,"Overall",320
"5/5/2026","SARI",NA,"Overall",326
"5/5/2026","SARI",NA,"Overall",334
"5/5/2026","SARI",NA,"Overall",378
"5/5/2026","SARI",NA,"Overall",486
"5/5/2026","SARI",NA,"Overall",608
"5/5/2026","SARI",NA,"Overall",710
"5/5/2026","SARI",NA,"Overall",1092
"5/5/2026","SARI",NA,"Overall",1009
"5/5/2026","SARI",NA,"Overall",915
"5/5/2026","SARI",NA,"Overall",798
"5/5/2026","SARI",NA,"Overall",665
"5/5/2026","SARI",NA,"Overall",701
"5/5/2026","SARI",NA,"Overall",708
"5/5/2026","SARI",NA,"Overall",600
"5/5/2026","SARI",NA,"Overall",571
"5/5/2026","SARI",NA,"Overall",520
"5/5/2026","SARI",NA,"Overall",430
"5/5/2026","SARI",NA,"Overall",346
"5/5/2026","SARI",NA,"Overall",338
"5/5/2026","SARI",NA,"Overall",276
"5/5/2026","SARI",NA,"Overall",214
"5/5/2026","SARI",NA,"Overall",174
"5/5/2026","SARI",NA,"Overall",191
"5/5/2026","SARI",NA,"Overall",137
"5/5/2026","SARI",NA,"Overall",145
"5/5/2026","SARI",NA,"Overall",150
"5/5/2026","SARI",NA,"Overall",162
"5/5/2026","SARI",NA,"Overall",129
"5/5/2026","SARI",NA,"Overall",110
"5/5/2026","SARI",NA,"Overall",117
"5/5/2026","SARI",NA,"Overall",136
"5/5/2026","SARI",NA,"Overall",266
"5/5/2026","SARI",NA,"Overall",265
"5/5/2026","SARI",NA,"Overall",223
"5/5/2026","SARI",NA,"Overall",227
"5/5/2026","SARI",NA,"Pediatrics",172
"5/5/2026","SARI",NA,"Pediatrics",190
"5/5/2026","SARI",NA,"Pediatrics",138
"5/5/2026","SARI",NA,"Pediatrics",131
"5/5/2026","SARI",NA,"Pediatrics",121
"5/5/2026","SARI",NA,"Pediatrics",254
"5/5/2026","SARI",NA,"Pediatrics",196
"5/5/2026","SARI",NA,"Pediatrics",209
"5/5/2026","SARI",NA,"Pediatrics",225
"5/5/2026","SARI",NA,"Pediatrics",280
"5/5/2026","SARI",NA,"Pediatrics",418
"5/5/2026","SARI",NA,"Pediatrics",504
"5/5/2026","SARI",NA,"Pediatrics",427
"5/5/2026","SARI",NA,"Pediatrics",489
"5/5/2026","SARI",NA,"Pediatrics",408
"5/5/2026","SARI",NA,"Pediatrics",359
"5/5/2026","SARI",NA,"Pediatrics",343
"5/5/2026","SARI",NA,"Pediatrics",279
"5/5/2026","SARI",NA,"Pediatrics",304
"5/5/2026","SARI",NA,"Pediatrics",348
"5/5/2026","SARI",NA,"Pediatrics",309
"5/5/2026","SARI",NA,"Pediatrics",290
"5/5/2026","SARI",NA,"Pediatrics",260
"5/5/2026","SARI",NA,"Pediatrics",273
"5/5/2026","SARI",NA,"Pediatrics",324
"5/5/2026","SARI",NA,"Pediatrics",278
"5/5/2026","SARI",NA,"Pediatrics",168
"5/5/2026","SARI",NA,"Pediatrics",130
"5/5/2026","SARI",NA,"Pediatrics",148
"5/5/2026","SARI",NA,"Pediatrics",108
"5/5/2026","SARI",NA,"Pediatrics",83
"5/5/2026","SARI",NA,"Pediatrics",122
"5/5/2026","SARI",NA,"Pediatrics",109
"5/5/2026","SARI",NA,"Pediatrics",91
"5/5/2026","SARI",NA,"Pediatrics",97
"5/5/2026","SARI",NA,"Pediatrics",100
"5/5/2026","SARI",NA,"Pediatrics",157
"5/5/2026","SARI",NA,"Pediatrics",155
"5/5/2026","SARI",NA,"Pediatrics",195
"5/5/2026","SARI",NA,"Pediatrics",229
"5/5/2026","SARI",NA,"Pediatrics",323
"5/5/2026","SARI",NA,"Pediatrics",426
"5/5/2026","SARI",NA,"Pediatrics",483
"5/5/2026","SARI",NA,"Pediatrics",561
"5/5/2026","SARI",NA,"Pediatrics",437
"5/5/2026","SARI",NA,"Pediatrics",439
"5/5/2026","SARI",NA,"Pediatrics",333
"5/5/2026","SARI",NA,"Pediatrics",263
"5/5/2026","SARI",NA,"Pediatrics",226
"5/5/2026","SARI",NA,"Pediatrics",240
"5/5/2026","SARI",NA,"Pediatrics",230
"5/5/2026","SARI",NA,"Pediatrics",259
"5/5/2026","SARI",NA,"Pediatrics",226
"5/5/2026","SARI",NA,"Pediatrics",181
"5/5/2026","SARI",NA,"Pediatrics",191
"5/5/2026","SARI",NA,"Pediatrics",164
"5/5/2026","SARI",NA,"Pediatrics",116
"5/5/2026","SARI",NA,"Pediatrics",113
"5/5/2026","SARI",NA,"Pediatrics",94
"5/5/2026","SARI",NA,"Pediatrics",69
"5/5/2026","SARI",NA,"Pediatrics",46
"5/5/2026","SARI",NA,"Pediatrics",41
"5/5/2026","SARI",NA,"Pediatrics",71
"5/5/2026","SARI",NA,"Pediatrics",82
"5/5/2026","SARI",NA,"Pediatrics",93
"5/5/2026","SARI",NA,"Pediatrics",62
"5/5/2026","SARI",NA,"Pediatrics",56
"5/5/2026","SARI",NA,"Pediatrics",119
"5/5/2026","SARI",NA,"Pediatrics",117
"5/5/2026","SARI",NA,"Pediatrics",111
"5/5/2026","SARI",NA,"Pediatrics",103
"5/5/2026","SARI",NA,"Pediatrics",105
"5/5/2026","SARI",NA,"Pediatrics",144
"5/5/2026","SARI",NA,"Pediatrics",327
"5/5/2026","SARI",NA,"Pediatrics",413
"5/5/2026","SARI",NA,"Pediatrics",577
"5/5/2026","SARI",NA,"Pediatrics",517
"5/5/2026","SARI",NA,"Pediatrics",548
"5/5/2026","SARI",NA,"Pediatrics",579
"5/5/2026","SARI",NA,"Pediatrics",578
"5/5/2026","SARI",NA,"Pediatrics",478
"5/5/2026","SARI",NA,"Pediatrics",473
"5/5/2026","SARI",NA,"Pediatrics",467
"5/5/2026","SARI",NA,"Pediatrics",422
"5/5/2026","SARI",NA,"Pediatrics",422
"5/5/2026","SARI",NA,"Pediatrics",420
"5/5/2026","SARI",NA,"Pediatrics",333
"5/5/2026","SARI",NA,"Pediatrics",259
"5/5/2026","SARI",NA,"Pediatrics",263
"5/5/2026","SARI",NA,"Pediatrics",172
"5/5/2026","SARI",NA,"Pediatrics",158
"5/5/2026","SARI",NA,"Pediatrics",148
"5/5/2026","SARI",NA,"Pediatrics",112
"5/5/2026","SARI",NA,"Pediatrics",63
"5/5/2026","SARI",NA,"Pediatrics",53
"5/5/2026","SARI",NA,"Pediatrics",72
"5/5/2026","SARI",NA,"Pediatrics",82
"5/5/2026","SARI",NA,"Pediatrics",80
"5/5/2026","SARI",NA,"Pediatrics",78
"5/5/2026","SARI",NA,"Pediatrics",110
"5/5/2026","SARI",NA,"Pediatrics",162
"5/5/2026","SARI",NA,"Pediatrics",170
"5/5/2026","SARI",NA,"Pediatrics",181
"5/5/2026","SARI",NA,"Pediatrics",171
"5/5/2026","SARI",NA,"Pediatrics",251
"5/5/2026","SARI",NA,"Pediatrics",316
"5/5/2026","SARI",NA,"Pediatrics",363
"5/5/2026","SARI",NA,"Pediatrics",510
"5/5/2026","SARI",NA,"Pediatrics",506
"5/5/2026","SARI",NA,"Pediatrics",457
"5/5/2026","SARI",NA,"Pediatrics",574
"5/5/2026","SARI",NA,"Pediatrics",493
"5/5/2026","SARI",NA,"Pediatrics",540
"5/5/2026","SARI",NA,"Pediatrics",540
"5/5/2026","SARI",NA,"Pediatrics",454
"5/5/2026","SARI",NA,"Pediatrics",407
"5/5/2026","SARI",NA,"Pediatrics",362
"5/5/2026","SARI",NA,"Pediatrics",298
"5/5/2026","SARI",NA,"Pediatrics",225
"5/5/2026","SARI",NA,"Pediatrics",222
"5/5/2026","SARI",NA,"Pediatrics",160
"5/5/2026","SARI",NA,"Pediatrics",137
"5/5/2026","SARI",NA,"Pediatrics",113
"5/5/2026","SARI",NA,"Pediatrics",102
"5/5/2026","SARI",NA,"Pediatrics",72
"5/5/2026","SARI",NA,"Pediatrics",52
"5/5/2026","SARI",NA,"Pediatrics",70
"5/5/2026","SARI",NA,"Pediatrics",70
"5/5/2026","SARI",NA,"Pediatrics",61
"5/5/2026","SARI",NA,"Pediatrics",49
"5/5/2026","SARI",NA,"Pediatrics",51
"5/5/2026","SARI",NA,"Pediatrics",68
"5/5/2026","SARI",NA,"Pediatrics",192
"5/5/2026","SARI",NA,"Pediatrics",178
"5/5/2026","SARI",NA,"Pediatrics",136
"5/5/2026","SARI",NA,"Pediatrics",157
"6/10/2026","SARI",1-03-20,"Adults",52
"6/10/2026","SARI",1-03-20,"Overall",99
"6/10/2026","SARI",1-03-20,"Pediatrics",47
"6/10/2026","SARI",1-04-20,"Adults",99
"6/10/2026","SARI",1-04-20,"Overall",197
"6/10/2026","SARI",1-04-20,"Pediatrics",98
"6/10/2026","SARI",1-06-20,"Adults",95
"6/10/2026","SARI",1-06-20,"Overall",160
"6/10/2026","SARI",1-06-20,"Pediatrics",65
"6/10/2026","SARI",1-07-20,"Adults",330
"6/10/2026","SARI",1-07-20,"Overall",448
"6/10/2026","SARI",1-07-20,"Pediatrics",118
"6/10/2026","SARI",1-08-20,"Adults",1023
"6/10/2026","SARI",1-08-20,"Overall",1186
"6/10/2026","SARI",1-08-20,"Pediatrics",163
"6/10/2026","SARI",1-10-20,"Adults",101
"6/10/2026","SARI",1-10-20,"Overall",192
"6/10/2026","SARI",1-10-20,"Pediatrics",91
"6/10/2026","SARI",1-11-20,"Adults",97
"6/10/2026","SARI",1-11-20,"Overall",175
"6/10/2026","SARI",1-11-20,"Pediatrics",78
"6/10/2026","SARI",2-01-20,"Adults",92
"6/10/2026","SARI",2-01-20,"Overall",153
"6/10/2026","SARI",2-01-20,"Pediatrics",61
"6/10/2026","SARI",2-03-20,"Adults",165
"6/10/2026","SARI",2-03-20,"Overall",252
"6/10/2026","SARI",2-03-20,"Pediatrics",87
"6/10/2026","SARI",2-04-20,"Adults",133
"6/10/2026","SARI",2-04-20,"Overall",254
"6/10/2026","SARI",2-04-20,"Pediatrics",121
"6/10/2026","SARI",2-05-20,"Adults",587
"6/10/2026","SARI",2-05-20,"Overall",698
"6/10/2026","SARI",2-05-20,"Pediatrics",111
"6/10/2026","SARI",2-07-20,"Adults",97
"6/10/2026","SARI",2-07-20,"Overall",151
"6/10/2026","SARI",2-07-20,"Pediatrics",54
"6/10/2026","SARI",2-08-20,"Adults",86
"6/10/2026","SARI",2-08-20,"Overall",172
"6/10/2026","SARI",2-08-20,"Pediatrics",86
"6/10/2026","SARI",2-10-20,"Adults",131
"6/10/2026","SARI",2-10-20,"Overall",205
"6/10/2026","SARI",2-10-20,"Pediatrics",74
"6/10/2026","SARI",2-11-20,"Adults",100
"6/10/2026","SARI",2-11-20,"Overall",222
"6/10/2026","SARI",2-11-20,"Pediatrics",122
"6/10/2026","SARI",2-12-20,"Adults",420
"6/10/2026","SARI",2-12-20,"Overall",537
"6/10/2026","SARI",2-12-20,"Pediatrics",117
"6/10/2026","SARI",3-01-20,"Adults",102
"6/10/2026","SARI",3-01-20,"Overall",175
"6/10/2026","SARI",3-01-20,"Pediatrics",73
"6/10/2026","SARI",3-02-20,"Adults",92
"6/10/2026","SARI",3-02-20,"Overall",155
"6/10/2026","SARI",3-02-20,"Pediatrics",63
"6/10/2026","SARI",3-04-20,"Adults",137
"6/10/2026","SARI",3-04-20,"Overall",289
"6/10/2026","SARI",3-04-20,"Pediatrics",152
"6/10/2026","SARI",3-05-20,"Adults",533
"6/10/2026","SARI",3-05-20,"Overall",702
"6/10/2026","SARI",3-05-20,"Pediatrics",169
"6/10/2026","SARI",3-07-20,"Adults",89
"6/10/2026","SARI",3-07-20,"Overall",192
"6/10/2026","SARI",3-07-20,"Pediatrics",103
"6/10/2026","SARI",3-08-20,"Adults",101
"6/10/2026","SARI",3-08-20,"Overall",181
"6/10/2026","SARI",3-08-20,"Pediatrics",80
"6/10/2026","SARI",3-09-20,"Adults",93
"6/10/2026","SARI",3-09-20,"Overall",164
"6/10/2026","SARI",3-09-20,"Pediatrics",71
"6/10/2026","SARI",3-11-20,"Adults",104
"6/10/2026","SARI",3-11-20,"Overall",300
"6/10/2026","SARI",3-11-20,"Pediatrics",196
"6/10/2026","SARI",3-12-20,"Adults",502
"6/10/2026","SARI",3-12-20,"Overall",730
"6/10/2026","SARI",3-12-20,"Pediatrics",228
"6/10/2026","SARI",4-01-20,"Adults",78
"6/10/2026","SARI",4-01-20,"Overall",251
"6/10/2026","SARI",4-01-20,"Pediatrics",173
"6/10/2026","SARI",4-02-20,"Adults",377
"6/10/2026","SARI",4-02-20,"Overall",567
"6/10/2026","SARI",4-02-20,"Pediatrics",190
"6/10/2026","SARI",4-04-20,"Adults",114
"6/10/2026","SARI",4-04-20,"Overall",243
"6/10/2026","SARI",4-04-20,"Pediatrics",129
"6/10/2026","SARI",4-05-20,"Adults",150
"6/10/2026","SARI",4-05-20,"Overall",292
"6/10/2026","SARI",4-05-20,"Pediatrics",142
"6/10/2026","SARI",4-06-20,"Adults",111
"6/10/2026","SARI",4-06-20,"Overall",223
"6/10/2026","SARI",4-06-20,"Pediatrics",112
"6/10/2026","SARI",4-08-20,"Adults",90
"6/10/2026","SARI",4-08-20,"Overall",275
"6/10/2026","SARI",4-08-20,"Pediatrics",185
"6/10/2026","SARI",4-09-20,"Adults",349
"6/10/2026","SARI",4-09-20,"Overall",573
"6/10/2026","SARI",4-09-20,"Pediatrics",224
"6/10/2026","SARI",4-11-20,"Adults",129
"6/10/2026","SARI",4-11-20,"Overall",265
"6/10/2026","SARI",4-11-20,"Pediatrics",136
"6/10/2026","SARI",4-12-20,"Adults",153
"6/10/2026","SARI",4-12-20,"Overall",307
"6/10/2026","SARI",4-12-20,"Pediatrics",154
"6/10/2026","SARI",5-02-20,"Adults",106
"6/10/2026","SARI",5-02-20,"Overall",292
"6/10/2026","SARI",5-02-20,"Pediatrics",186
"6/10/2026","SARI",5-03-20,"Adults",190
"6/10/2026","SARI",5-03-20,"Overall",402
"6/10/2026","SARI",5-03-20,"Pediatrics",212
"6/10/2026","SARI",5-04-20,"Adults",129
"6/10/2026","SARI",5-04-20,"Overall",287
"6/10/2026","SARI",5-04-20,"Pediatrics",158
"6/10/2026","SARI",5-06-20,"Adults",102
"6/10/2026","SARI",5-06-20,"Overall",484
"6/10/2026","SARI",5-06-20,"Pediatrics",382
"6/10/2026","SARI",5-07-20,"Adults",312
"6/10/2026","SARI",5-07-20,"Overall",613
"6/10/2026","SARI",5-07-20,"Pediatrics",301
"6/10/2026","SARI",5-10-20,"Adults",202
"6/10/2026","SARI",5-10-20,"Overall",408
"6/10/2026","SARI",5-10-20,"Pediatrics",206
"6/10/2026","SARI",5-11-20,"Adults",151
"6/10/2026","SARI",5-11-20,"Overall",338
"6/10/2026","SARI",5-11-20,"Pediatrics",187
"6/10/2026","SARI",6-01-20,"Adults",524
"6/10/2026","SARI",6-01-20,"Overall",1053
"6/10/2026","SARI",6-01-20,"Pediatrics",529
"6/10/2026","SARI",6-03-20,"Adults",182
"6/10/2026","SARI",6-03-20,"Overall",706
"6/10/2026","SARI",6-03-20,"Pediatrics",524
"6/10/2026","SARI",6-04-20,"Adults",457
"6/10/2026","SARI",6-04-20,"Overall",925
"6/10/2026","SARI",6-04-20,"Pediatrics",468
"6/10/2026","SARI",6-07-20,"Adults",515
"6/10/2026","SARI",6-07-20,"Overall",1046
"6/10/2026","SARI",6-07-20,"Pediatrics",531
"6/10/2026","SARI",6-08-20,"Adults",553
"6/10/2026","SARI",6-08-20,"Overall",1270
"6/10/2026","SARI",6-08-20,"Pediatrics",717
"6/10/2026","SARI",6-10-20,"Adults",190
"6/10/2026","SARI",6-10-20,"Overall",742
"6/10/2026","SARI",6-10-20,"Pediatrics",552
"6/10/2026","SARI",6-11-20,"Adults",482
"6/10/2026","SARI",6-11-20,"Overall",1042
"6/10/2026","SARI",6-11-20,"Pediatrics",560
"6/10/2026","SARI",7-01-20,"Adults",257
"6/10/2026","SARI",7-01-20,"Overall",675
"6/10/2026","SARI",7-01-20,"Pediatrics",418
"6/10/2026","SARI",7-02-20,"Adults",483
"6/10/2026","SARI",7-02-20,"Overall",871
"6/10/2026","SARI",7-02-20,"Pediatrics",388
"6/10/2026","SARI",7-05-20,"Adults",422
"6/10/2026","SARI",7-05-20,"Overall",971
"6/10/2026","SARI",7-05-20,"Pediatrics",549
"6/10/2026","SARI",7-06-20,"Adults",317
"6/10/2026","SARI",7-06-20,"Overall",891
"6/10/2026","SARI",7-06-20,"Pediatrics",574
"6/10/2026","SARI",7-08-20,"Adults",229
"6/10/2026","SARI",7-08-20,"Overall",582
"6/10/2026","SARI",7-08-20,"Pediatrics",353
"6/10/2026","SARI",7-09-20,"Adults",440
"6/10/2026","SARI",7-09-20,"Overall",868
"6/10/2026","SARI",7-09-20,"Pediatrics",428
"6/10/2026","SARI",7-12-20,"Adults",320
"6/10/2026","SARI",7-12-20,"Overall",838
"6/10/2026","SARI",7-12-20,"Pediatrics",518
"6/10/2026","SARI",8-02-20,"Adults",177
"6/10/2026","SARI",8-02-20,"Overall",726
"6/10/2026","SARI",8-02-20,"Pediatrics",549
"6/10/2026","SARI",8-03-20,"Adults",209
"6/10/2026","SARI",8-03-20,"Overall",662
"6/10/2026","SARI",8-03-20,"Pediatrics",453
"6/10/2026","SARI",8-05-20,"Adults",176
"6/10/2026","SARI",8-05-20,"Overall",391
"6/10/2026","SARI",8-05-20,"Pediatrics",215
"6/10/2026","SARI",8-06-20,"Adults",403
"6/10/2026","SARI",8-06-20,"Overall",675
"6/10/2026","SARI",8-06-20,"Pediatrics",272
"6/10/2026","SARI",8-09-20,"Adults",187
"6/10/2026","SARI",8-09-20,"Overall",695
"6/10/2026","SARI",8-09-20,"Pediatrics",508
"6/10/2026","SARI",8-10-20,"Adults",184
"6/10/2026","SARI",8-10-20,"Overall",668
"6/10/2026","SARI",8-10-20,"Pediatrics",484
"6/10/2026","SARI",8-12-20,"Adults",147
"6/10/2026","SARI",8-12-20,"Overall",409
"6/10/2026","SARI",8-12-20,"Pediatrics",262
"6/10/2026","SARI",9-02-20,"Adults",191
"6/10/2026","SARI",9-02-20,"Overall",443
"6/10/2026","SARI",9-02-20,"Pediatrics",252
"6/10/2026","SARI",9-03-20,"Adults",282
"6/10/2026","SARI",9-03-20,"Overall",611
"6/10/2026","SARI",9-03-20,"Pediatrics",329
"6/10/2026","SARI",9-06-20,"Adults",164
"6/10/2026","SARI",9-06-20,"Overall",591
"6/10/2026","SARI",9-06-20,"Pediatrics",427
"6/10/2026","SARI",9-07-20,"Adults",210
"6/10/2026","SARI",9-07-20,"Overall",718
"6/10/2026","SARI",9-07-20,"Pediatrics",508
"6/10/2026","SARI",9-09-20,"Adults",184
"6/10/2026","SARI",9-09-20,"Overall",417
"6/10/2026","SARI",9-09-20,"Pediatrics",233
"6/10/2026","SARI",9-10-20,"Adults",305
"6/10/2026","SARI",9-10-20,"Overall",616
"6/10/2026","SARI",9-10-20,"Pediatrics",311
"6/10/2026","SARI",10-01-20,"Adults",255
"6/10/2026","SARI",10-01-20,"Overall",561
"6/10/2026","SARI",10-01-20,"Pediatrics",306
"6/10/2026","SARI",10-04-20,"Adults",126
"6/10/2026","SARI",10-04-20,"Overall",425
"6/10/2026","SARI",10-04-20,"Pediatrics",299
"6/10/2026","SARI",10-05-20,"Adults",199
"6/10/2026","SARI",10-05-20,"Overall",511
"6/10/2026","SARI",10-05-20,"Pediatrics",312
"6/10/2026","SARI",10-07-20,"Adults",111
"6/10/2026","SARI",10-07-20,"Overall",301
"6/10/2026","SARI",10-07-20,"Pediatrics",190
"6/10/2026","SARI",10-08-20,"Adults",208
"6/10/2026","SARI",10-08-20,"Overall",480
"6/10/2026","SARI",10-08-20,"Pediatrics",272
"6/10/2026","SARI",10-11-20,"Adults",110
"6/10/2026","SARI",10-11-20,"Overall",383
"6/10/2026","SARI",10-11-20,"Pediatrics",273
"6/10/2026","SARI",10-12-20,"Adults",151
"6/10/2026","SARI",10-12-20,"Overall",401
"6/10/2026","SARI",10-12-20,"Pediatrics",250
"6/10/2026","SARI",11-01-20,"Adults",100
"6/10/2026","SARI",11-01-20,"Overall",259
"6/10/2026","SARI",11-01-20,"Pediatrics",159
"6/10/2026","SARI",11-02-20,"Adults",116
"6/10/2026","SARI",11-02-20,"Overall",353
"6/10/2026","SARI",11-02-20,"Pediatrics",237
"6/10/2026","SARI",11-04-20,"Adults",81
"6/10/2026","SARI",11-04-20,"Overall",210
"6/10/2026","SARI",11-04-20,"Pediatrics",129
"6/10/2026","SARI",11-05-20,"Adults",230
"6/10/2026","SARI",11-05-20,"Overall",481
"6/10/2026","SARI",11-05-20,"Pediatrics",251
"6/10/2026","SARI",11-08-20,"Adults",91
"6/10/2026","SARI",11-08-20,"Overall",309
"6/10/2026","SARI",11-08-20,"Pediatrics",218
"6/10/2026","SARI",11-09-20,"Adults",102
"6/10/2026","SARI",11-09-20,"Overall",259
"6/10/2026","SARI",11-09-20,"Pediatrics",157
"6/10/2026","SARI",11-11-20,"Adults",85
"6/10/2026","SARI",11-11-20,"Overall",201
"6/10/2026","SARI",11-11-20,"Pediatrics",116
"6/10/2026","SARI",11-12-20,"Adults",194
"6/10/2026","SARI",11-12-20,"Overall",433
"6/10/2026","SARI",11-12-20,"Pediatrics",239
"6/10/2026","SARI",12-02-20,"Adults",70
"6/10/2026","SARI",12-02-20,"Overall",168
"6/10/2026","SARI",12-02-20,"Pediatrics",98
"6/10/2026","SARI",12-03-20,"Adults",189
"6/10/2026","SARI",12-03-20,"Overall",323
"6/10/2026","SARI",12-03-20,"Pediatrics",134
"6/10/2026","SARI",12-06-20,"Adults",83
"6/10/2026","SARI",12-06-20,"Overall",187
"6/10/2026","SARI",12-06-20,"Pediatrics",104
"6/10/2026","SARI",12-07-20,"Adults",86
"6/10/2026","SARI",12-07-20,"Overall",197
"6/10/2026","SARI",12-07-20,"Pediatrics",111
"6/10/2026","SARI",12-09-20,"Adults",64
"6/10/2026","SARI",12-09-20,"Overall",130
"6/10/2026","SARI",12-09-20,"Pediatrics",66
"6/10/2026","SARI",12-10-20,"Adults",285
"6/10/2026","SARI",12-10-20,"Overall",408
"6/10/2026","SARI",12-10-20,"Pediatrics",123
"6/10/2026","SARI",NA,"Adults",1251
"6/10/2026","SARI",NA,"Adults",1113
"6/10/2026","SARI",NA,"Adults",769
"6/10/2026","SARI",NA,"Adults",473
"6/10/2026","SARI",NA,"Adults",430
"6/10/2026","SARI",NA,"Adults",518
"6/10/2026","SARI",NA,"Adults",437
"6/10/2026","SARI",NA,"Adults",302
"6/10/2026","SARI",NA,"Adults",271
"6/10/2026","SARI",NA,"Adults",267
"6/10/2026","SARI",NA,"Adults",343
"6/10/2026","SARI",NA,"Adults",394
"6/10/2026","SARI",NA,"Adults",419
"6/10/2026","SARI",NA,"Adults",429
"6/10/2026","SARI",NA,"Adults",416
"6/10/2026","SARI",NA,"Adults",462
"6/10/2026","SARI",NA,"Adults",490
"6/10/2026","SARI",NA,"Adults",422
"6/10/2026","SARI",NA,"Adults",348
"6/10/2026","SARI",NA,"Adults",307
"6/10/2026","SARI",NA,"Adults",286
"6/10/2026","SARI",NA,"Adults",235
"6/10/2026","SARI",NA,"Adults",242
"6/10/2026","SARI",NA,"Adults",272
"6/10/2026","SARI",NA,"Adults",267
"6/10/2026","SARI",NA,"Adults",223
"6/10/2026","SARI",NA,"Adults",161
"6/10/2026","SARI",NA,"Adults",152
"6/10/2026","SARI",NA,"Adults",309
"6/10/2026","SARI",NA,"Adults",357
"6/10/2026","SARI",NA,"Adults",324
"6/10/2026","SARI",NA,"Adults",237
"6/10/2026","SARI",NA,"Adults",195
"6/10/2026","SARI",NA,"Adults",135
"6/10/2026","SARI",NA,"Adults",107
"6/10/2026","SARI",NA,"Adults",100
"6/10/2026","SARI",NA,"Adults",92
"6/10/2026","SARI",NA,"Adults",83
"6/10/2026","SARI",NA,"Adults",102
"6/10/2026","SARI",NA,"Adults",91
"6/10/2026","SARI",NA,"Adults",92
"6/10/2026","SARI",NA,"Adults",118
"6/10/2026","SARI",NA,"Adults",113
"6/10/2026","SARI",NA,"Adults",119
"6/10/2026","SARI",NA,"Adults",196
"6/10/2026","SARI",NA,"Adults",264
"6/10/2026","SARI",NA,"Adults",191
"6/10/2026","SARI",NA,"Adults",188
"6/10/2026","SARI",NA,"Adults",153
"6/10/2026","SARI",NA,"Adults",164
"6/10/2026","SARI",NA,"Adults",178
"6/10/2026","SARI",NA,"Adults",175
"6/10/2026","SARI",NA,"Adults",170
"6/10/2026","SARI",NA,"Adults",109
"6/10/2026","SARI",NA,"Adults",114
"6/10/2026","SARI",NA,"Adults",114
"6/10/2026","SARI",NA,"Adults",75
"6/10/2026","SARI",NA,"Adults",79
"6/10/2026","SARI",NA,"Adults",74
"6/10/2026","SARI",NA,"Adults",66
"6/10/2026","SARI",NA,"Adults",56
"6/10/2026","SARI",NA,"Adults",46
"6/10/2026","SARI",NA,"Adults",126
"6/10/2026","SARI",NA,"Adults",165
"6/10/2026","SARI",NA,"Adults",160
"6/10/2026","SARI",NA,"Adults",114
"6/10/2026","SARI",NA,"Adults",120
"6/10/2026","SARI",NA,"Adults",94
"6/10/2026","SARI",NA,"Adults",92
"6/10/2026","SARI",NA,"Adults",96
"6/10/2026","SARI",NA,"Adults",95
"6/10/2026","SARI",NA,"Adults",107
"6/10/2026","SARI",NA,"Adults",97
"6/10/2026","SARI",NA,"Adults",230
"6/10/2026","SARI",NA,"Adults",333
"6/10/2026","SARI",NA,"Adults",454
"6/10/2026","SARI",NA,"Adults",315
"6/10/2026","SARI",NA,"Adults",277
"6/10/2026","SARI",NA,"Adults",251
"6/10/2026","SARI",NA,"Adults",299
