"as_of","target","target_end_date","age_group","observation"
"6/10/2026","SARI",NA,"Adults",229
"6/10/2026","SARI",NA,"Adults",172
"6/10/2026","SARI",NA,"Adults",175
"6/10/2026","SARI",NA,"Adults",174
"6/10/2026","SARI",NA,"Adults",194
"6/10/2026","SARI",NA,"Adults",178
"6/10/2026","SARI",NA,"Adults",159
"6/10/2026","SARI",NA,"Adults",165
"6/10/2026","SARI",NA,"Adults",131
"6/10/2026","SARI",NA,"Adults",112
"6/10/2026","SARI",NA,"Adults",84
"6/10/2026","SARI",NA,"Adults",73
"6/10/2026","SARI",NA,"Adults",90
"6/10/2026","SARI",NA,"Adults",88
"6/10/2026","SARI",NA,"Adults",60
"6/10/2026","SARI",NA,"Adults",78
"6/10/2026","SARI",NA,"Adults",81
"6/10/2026","SARI",NA,"Adults",90
"6/10/2026","SARI",NA,"Adults",86
"6/10/2026","SARI",NA,"Adults",117
"6/10/2026","SARI",NA,"Adults",158
"6/10/2026","SARI",NA,"Adults",156
"6/10/2026","SARI",NA,"Adults",153
"6/10/2026","SARI",NA,"Adults",207
"6/10/2026","SARI",NA,"Adults",235
"6/10/2026","SARI",NA,"Adults",292
"6/10/2026","SARI",NA,"Adults",347
"6/10/2026","SARI",NA,"Adults",582
"6/10/2026","SARI",NA,"Adults",503
"6/10/2026","SARI",NA,"Adults",458
"6/10/2026","SARI",NA,"Adults",224
"6/10/2026","SARI",NA,"Adults",172
"6/10/2026","SARI",NA,"Adults",161
"6/10/2026","SARI",NA,"Adults",168
"6/10/2026","SARI",NA,"Adults",146
"6/10/2026","SARI",NA,"Adults",164
"6/10/2026","SARI",NA,"Adults",158
"6/10/2026","SARI",NA,"Adults",132
"6/10/2026","SARI",NA,"Adults",121
"6/10/2026","SARI",NA,"Adults",116
"6/10/2026","SARI",NA,"Adults",116
"6/10/2026","SARI",NA,"Adults",77
"6/10/2026","SARI",NA,"Adults",61
"6/10/2026","SARI",NA,"Adults",89
"6/10/2026","SARI",NA,"Adults",65
"6/10/2026","SARI",NA,"Adults",93
"6/10/2026","SARI",NA,"Adults",84
"6/10/2026","SARI",NA,"Adults",97
"6/10/2026","SARI",NA,"Adults",70
"6/10/2026","SARI",NA,"Adults",66
"6/10/2026","SARI",NA,"Adults",67
"6/10/2026","SARI",NA,"Adults",70
"6/10/2026","SARI",NA,"Adults",79
"6/10/2026","SARI",NA,"Adults",93
"6/10/2026","SARI",NA,"Adults",98
"6/10/2026","SARI",NA,"Adults",102
"6/10/2026","SARI",NA,"Adults",110
"6/10/2026","SARI",NA,"Overall",1423
"6/10/2026","SARI",NA,"Overall",1303
"6/10/2026","SARI",NA,"Overall",907
"6/10/2026","SARI",NA,"Overall",604
"6/10/2026","SARI",NA,"Overall",551
"6/10/2026","SARI",NA,"Overall",772
"6/10/2026","SARI",NA,"Overall",633
"6/10/2026","SARI",NA,"Overall",511
"6/10/2026","SARI",NA,"Overall",496
"6/10/2026","SARI",NA,"Overall",547
"6/10/2026","SARI",NA,"Overall",761
"6/10/2026","SARI",NA,"Overall",898
"6/10/2026","SARI",NA,"Overall",846
"6/10/2026","SARI",NA,"Overall",918
"6/10/2026","SARI",NA,"Overall",824
"6/10/2026","SARI",NA,"Overall",821
"6/10/2026","SARI",NA,"Overall",833
"6/10/2026","SARI",NA,"Overall",701
"6/10/2026","SARI",NA,"Overall",652
"6/10/2026","SARI",NA,"Overall",655
"6/10/2026","SARI",NA,"Overall",595
"6/10/2026","SARI",NA,"Overall",525
"6/10/2026","SARI",NA,"Overall",502
"6/10/2026","SARI",NA,"Overall",545
"6/10/2026","SARI",NA,"Overall",591
"6/10/2026","SARI",NA,"Overall",501
"6/10/2026","SARI",NA,"Overall",329
"6/10/2026","SARI",NA,"Overall",282
"6/10/2026","SARI",NA,"Overall",457
"6/10/2026","SARI",NA,"Overall",465
"6/10/2026","SARI",NA,"Overall",407
"6/10/2026","SARI",NA,"Overall",359
"6/10/2026","SARI",NA,"Overall",304
"6/10/2026","SARI",NA,"Overall",226
"6/10/2026","SARI",NA,"Overall",204
"6/10/2026","SARI",NA,"Overall",200
"6/10/2026","SARI",NA,"Overall",249
"6/10/2026","SARI",NA,"Overall",238
"6/10/2026","SARI",NA,"Overall",297
"6/10/2026","SARI",NA,"Overall",320
"6/10/2026","SARI",NA,"Overall",415
"6/10/2026","SARI",NA,"Overall",544
"6/10/2026","SARI",NA,"Overall",596
"6/10/2026","SARI",NA,"Overall",680
"6/10/2026","SARI",NA,"Overall",633
"6/10/2026","SARI",NA,"Overall",703
"6/10/2026","SARI",NA,"Overall",524
"6/10/2026","SARI",NA,"Overall",451
"6/10/2026","SARI",NA,"Overall",379
"6/10/2026","SARI",NA,"Overall",404
"6/10/2026","SARI",NA,"Overall",408
"6/10/2026","SARI",NA,"Overall",434
"6/10/2026","SARI",NA,"Overall",396
"6/10/2026","SARI",NA,"Overall",290
"6/10/2026","SARI",NA,"Overall",305
"6/10/2026","SARI",NA,"Overall",278
"6/10/2026","SARI",NA,"Overall",191
"6/10/2026","SARI",NA,"Overall",192
"6/10/2026","SARI",NA,"Overall",168
"6/10/2026","SARI",NA,"Overall",135
"6/10/2026","SARI",NA,"Overall",102
"6/10/2026","SARI",NA,"Overall",87
"6/10/2026","SARI",NA,"Overall",197
"6/10/2026","SARI",NA,"Overall",247
"6/10/2026","SARI",NA,"Overall",253
"6/10/2026","SARI",NA,"Overall",176
"6/10/2026","SARI",NA,"Overall",176
"6/10/2026","SARI",NA,"Overall",213
"6/10/2026","SARI",NA,"Overall",209
"6/10/2026","SARI",NA,"Overall",207
"6/10/2026","SARI",NA,"Overall",198
"6/10/2026","SARI",NA,"Overall",212
"6/10/2026","SARI",NA,"Overall",241
"6/10/2026","SARI",NA,"Overall",557
"6/10/2026","SARI",NA,"Overall",746
"6/10/2026","SARI",NA,"Overall",1031
"6/10/2026","SARI",NA,"Overall",832
"6/10/2026","SARI",NA,"Overall",825
"6/10/2026","SARI",NA,"Overall",830
"6/10/2026","SARI",NA,"Overall",877
"6/10/2026","SARI",NA,"Overall",707
"6/10/2026","SARI",NA,"Overall",645
"6/10/2026","SARI",NA,"Overall",642
"6/10/2026","SARI",NA,"Overall",596
"6/10/2026","SARI",NA,"Overall",616
"6/10/2026","SARI",NA,"Overall",598
"6/10/2026","SARI",NA,"Overall",492
"6/10/2026","SARI",NA,"Overall",424
"6/10/2026","SARI",NA,"Overall",394
"6/10/2026","SARI",NA,"Overall",284
"6/10/2026","SARI",NA,"Overall",242
"6/10/2026","SARI",NA,"Overall",221
"6/10/2026","SARI",NA,"Overall",202
"6/10/2026","SARI",NA,"Overall",151
"6/10/2026","SARI",NA,"Overall",113
"6/10/2026","SARI",NA,"Overall",150
"6/10/2026","SARI",NA,"Overall",163
"6/10/2026","SARI",NA,"Overall",170
"6/10/2026","SARI",NA,"Overall",164
"6/10/2026","SARI",NA,"Overall",227
"6/10/2026","SARI",NA,"Overall",320
"6/10/2026","SARI",NA,"Overall",326
"6/10/2026","SARI",NA,"Overall",334
"6/10/2026","SARI",NA,"Overall",378
"6/10/2026","SARI",NA,"Overall",486
"6/10/2026","SARI",NA,"Overall",608
"6/10/2026","SARI",NA,"Overall",710
"6/10/2026","SARI",NA,"Overall",1092
"6/10/2026","SARI",NA,"Overall",1009
"6/10/2026","SARI",NA,"Overall",915
"6/10/2026","SARI",NA,"Overall",798
"6/10/2026","SARI",NA,"Overall",665
"6/10/2026","SARI",NA,"Overall",701
"6/10/2026","SARI",NA,"Overall",708
"6/10/2026","SARI",NA,"Overall",600
"6/10/2026","SARI",NA,"Overall",571
"6/10/2026","SARI",NA,"Overall",520
"6/10/2026","SARI",NA,"Overall",430
"6/10/2026","SARI",NA,"Overall",346
"6/10/2026","SARI",NA,"Overall",338
"6/10/2026","SARI",NA,"Overall",276
"6/10/2026","SARI",NA,"Overall",214
"6/10/2026","SARI",NA,"Overall",174
"6/10/2026","SARI",NA,"Overall",191
"6/10/2026","SARI",NA,"Overall",137
"6/10/2026","SARI",NA,"Overall",145
"6/10/2026","SARI",NA,"Overall",155
"6/10/2026","SARI",NA,"Overall",168
"6/10/2026","SARI",NA,"Overall",132
"6/10/2026","SARI",NA,"Overall",115
"6/10/2026","SARI",NA,"Overall",118
"6/10/2026","SARI",NA,"Overall",138
"6/10/2026","SARI",NA,"Overall",278
"6/10/2026","SARI",NA,"Overall",293
"6/10/2026","SARI",NA,"Overall",266
"6/10/2026","SARI",NA,"Overall",282
"6/10/2026","SARI",NA,"Overall",284
"6/10/2026","SARI",NA,"Pediatrics",172
"6/10/2026","SARI",NA,"Pediatrics",190
"6/10/2026","SARI",NA,"Pediatrics",138
"6/10/2026","SARI",NA,"Pediatrics",131
"6/10/2026","SARI",NA,"Pediatrics",121
"6/10/2026","SARI",NA,"Pediatrics",254
"6/10/2026","SARI",NA,"Pediatrics",196
"6/10/2026","SARI",NA,"Pediatrics",209
"6/10/2026","SARI",NA,"Pediatrics",225
"6/10/2026","SARI",NA,"Pediatrics",280
"6/10/2026","SARI",NA,"Pediatrics",418
"6/10/2026","SARI",NA,"Pediatrics",504
"6/10/2026","SARI",NA,"Pediatrics",427
"6/10/2026","SARI",NA,"Pediatrics",489
"6/10/2026","SARI",NA,"Pediatrics",408
"6/10/2026","SARI",NA,"Pediatrics",359
"6/10/2026","SARI",NA,"Pediatrics",343
"6/10/2026","SARI",NA,"Pediatrics",279
"6/10/2026","SARI",NA,"Pediatrics",304
"6/10/2026","SARI",NA,"Pediatrics",348
"6/10/2026","SARI",NA,"Pediatrics",309
"6/10/2026","SARI",NA,"Pediatrics",290
"6/10/2026","SARI",NA,"Pediatrics",260
"6/10/2026","SARI",NA,"Pediatrics",273
"6/10/2026","SARI",NA,"Pediatrics",324
"6/10/2026","SARI",NA,"Pediatrics",278
"6/10/2026","SARI",NA,"Pediatrics",168
"6/10/2026","SARI",NA,"Pediatrics",130
"6/10/2026","SARI",NA,"Pediatrics",148
"6/10/2026","SARI",NA,"Pediatrics",108
"6/10/2026","SARI",NA,"Pediatrics",83
"6/10/2026","SARI",NA,"Pediatrics",122
"6/10/2026","SARI",NA,"Pediatrics",109
"6/10/2026","SARI",NA,"Pediatrics",91
"6/10/2026","SARI",NA,"Pediatrics",97
"6/10/2026","SARI",NA,"Pediatrics",100
"6/10/2026","SARI",NA,"Pediatrics",157
"6/10/2026","SARI",NA,"Pediatrics",155
"6/10/2026","SARI",NA,"Pediatrics",195
"6/10/2026","SARI",NA,"Pediatrics",229
"6/10/2026","SARI",NA,"Pediatrics",323
"6/10/2026","SARI",NA,"Pediatrics",426
"6/10/2026","SARI",NA,"Pediatrics",483
"6/10/2026","SARI",NA,"Pediatrics",561
"6/10/2026","SARI",NA,"Pediatrics",437
"6/10/2026","SARI",NA,"Pediatrics",439
"6/10/2026","SARI",NA,"Pediatrics",333
"6/10/2026","SARI",NA,"Pediatrics",263
"6/10/2026","SARI",NA,"Pediatrics",226
"6/10/2026","SARI",NA,"Pediatrics",240
"6/10/2026","SARI",NA,"Pediatrics",230
"6/10/2026","SARI",NA,"Pediatrics",259
"6/10/2026","SARI",NA,"Pediatrics",226
"6/10/2026","SARI",NA,"Pediatrics",181
"6/10/2026","SARI",NA,"Pediatrics",191
"6/10/2026","SARI",NA,"Pediatrics",164
"6/10/2026","SARI",NA,"Pediatrics",116
"6/10/2026","SARI",NA,"Pediatrics",113
"6/10/2026","SARI",NA,"Pediatrics",94
"6/10/2026","SARI",NA,"Pediatrics",69
"6/10/2026","SARI",NA,"Pediatrics",46
"6/10/2026","SARI",NA,"Pediatrics",41
"6/10/2026","SARI",NA,"Pediatrics",71
"6/10/2026","SARI",NA,"Pediatrics",82
"6/10/2026","SARI",NA,"Pediatrics",93
"6/10/2026","SARI",NA,"Pediatrics",62
"6/10/2026","SARI",NA,"Pediatrics",56
"6/10/2026","SARI",NA,"Pediatrics",119
"6/10/2026","SARI",NA,"Pediatrics",117
"6/10/2026","SARI",NA,"Pediatrics",111
"6/10/2026","SARI",NA,"Pediatrics",103
"6/10/2026","SARI",NA,"Pediatrics",105
"6/10/2026","SARI",NA,"Pediatrics",144
"6/10/2026","SARI",NA,"Pediatrics",327
"6/10/2026","SARI",NA,"Pediatrics",413
"6/10/2026","SARI",NA,"Pediatrics",577
"6/10/2026","SARI",NA,"Pediatrics",517
"6/10/2026","SARI",NA,"Pediatrics",548
"6/10/2026","SARI",NA,"Pediatrics",579
"6/10/2026","SARI",NA,"Pediatrics",578
"6/10/2026","SARI",NA,"Pediatrics",478
"6/10/2026","SARI",NA,"Pediatrics",473
"6/10/2026","SARI",NA,"Pediatrics",467
"6/10/2026","SARI",NA,"Pediatrics",422
"6/10/2026","SARI",NA,"Pediatrics",422
"6/10/2026","SARI",NA,"Pediatrics",420
"6/10/2026","SARI",NA,"Pediatrics",333
"6/10/2026","SARI",NA,"Pediatrics",259
"6/10/2026","SARI",NA,"Pediatrics",263
"6/10/2026","SARI",NA,"Pediatrics",172
"6/10/2026","SARI",NA,"Pediatrics",158
"6/10/2026","SARI",NA,"Pediatrics",148
"6/10/2026","SARI",NA,"Pediatrics",112
"6/10/2026","SARI",NA,"Pediatrics",63
"6/10/2026","SARI",NA,"Pediatrics",53
"6/10/2026","SARI",NA,"Pediatrics",72
"6/10/2026","SARI",NA,"Pediatrics",82
"6/10/2026","SARI",NA,"Pediatrics",80
"6/10/2026","SARI",NA,"Pediatrics",78
"6/10/2026","SARI",NA,"Pediatrics",110
"6/10/2026","SARI",NA,"Pediatrics",162
"6/10/2026","SARI",NA,"Pediatrics",170
"6/10/2026","SARI",NA,"Pediatrics",181
"6/10/2026","SARI",NA,"Pediatrics",171
"6/10/2026","SARI",NA,"Pediatrics",251
"6/10/2026","SARI",NA,"Pediatrics",316
"6/10/2026","SARI",NA,"Pediatrics",363
"6/10/2026","SARI",NA,"Pediatrics",510
"6/10/2026","SARI",NA,"Pediatrics",506
"6/10/2026","SARI",NA,"Pediatrics",457
"6/10/2026","SARI",NA,"Pediatrics",574
"6/10/2026","SARI",NA,"Pediatrics",493
"6/10/2026","SARI",NA,"Pediatrics",540
"6/10/2026","SARI",NA,"Pediatrics",540
"6/10/2026","SARI",NA,"Pediatrics",454
"6/10/2026","SARI",NA,"Pediatrics",407
"6/10/2026","SARI",NA,"Pediatrics",362
"6/10/2026","SARI",NA,"Pediatrics",298
"6/10/2026","SARI",NA,"Pediatrics",225
"6/10/2026","SARI",NA,"Pediatrics",222
"6/10/2026","SARI",NA,"Pediatrics",160
"6/10/2026","SARI",NA,"Pediatrics",137
"6/10/2026","SARI",NA,"Pediatrics",113
"6/10/2026","SARI",NA,"Pediatrics",102
"6/10/2026","SARI",NA,"Pediatrics",72
"6/10/2026","SARI",NA,"Pediatrics",52
"6/10/2026","SARI",NA,"Pediatrics",71
"6/10/2026","SARI",NA,"Pediatrics",71
"6/10/2026","SARI",NA,"Pediatrics",62
"6/10/2026","SARI",NA,"Pediatrics",49
"6/10/2026","SARI",NA,"Pediatrics",51
"6/10/2026","SARI",NA,"Pediatrics",68
"6/10/2026","SARI",NA,"Pediatrics",199
"6/10/2026","SARI",NA,"Pediatrics",200
"6/10/2026","SARI",NA,"Pediatrics",168
"6/10/2026","SARI",NA,"Pediatrics",180
"6/10/2026","SARI",NA,"Pediatrics",174
"6/3/2026","SARI",1-03-20,"Adults",52
"6/3/2026","SARI",1-03-20,"Overall",99
"6/3/2026","SARI",1-03-20,"Pediatrics",47
"6/3/2026","SARI",1-04-20,"Adults",99
"6/3/2026","SARI",1-04-20,"Overall",197
"6/3/2026","SARI",1-04-20,"Pediatrics",98
"6/3/2026","SARI",1-06-20,"Adults",95
"6/3/2026","SARI",1-06-20,"Overall",160
"6/3/2026","SARI",1-06-20,"Pediatrics",65
"6/3/2026","SARI",1-07-20,"Adults",330
"6/3/2026","SARI",1-07-20,"Overall",448
"6/3/2026","SARI",1-07-20,"Pediatrics",118
"6/3/2026","SARI",1-08-20,"Adults",1023
"6/3/2026","SARI",1-08-20,"Overall",1186
"6/3/2026","SARI",1-08-20,"Pediatrics",163
"6/3/2026","SARI",1-10-20,"Adults",101
"6/3/2026","SARI",1-10-20,"Overall",192
"6/3/2026","SARI",1-10-20,"Pediatrics",91
"6/3/2026","SARI",1-11-20,"Adults",97
"6/3/2026","SARI",1-11-20,"Overall",175
"6/3/2026","SARI",1-11-20,"Pediatrics",78
"6/3/2026","SARI",2-01-20,"Adults",92
"6/3/2026","SARI",2-01-20,"Overall",153
"6/3/2026","SARI",2-01-20,"Pediatrics",61
"6/3/2026","SARI",2-03-20,"Adults",165
"6/3/2026","SARI",2-03-20,"Overall",252
"6/3/2026","SARI",2-03-20,"Pediatrics",87
"6/3/2026","SARI",2-04-20,"Adults",133
"6/3/2026","SARI",2-04-20,"Overall",254
"6/3/2026","SARI",2-04-20,"Pediatrics",121
"6/3/2026","SARI",2-05-20,"Adults",587
"6/3/2026","SARI",2-05-20,"Overall",698
"6/3/2026","SARI",2-05-20,"Pediatrics",111
"6/3/2026","SARI",2-07-20,"Adults",97
"6/3/2026","SARI",2-07-20,"Overall",151
"6/3/2026","SARI",2-07-20,"Pediatrics",54
"6/3/2026","SARI",2-08-20,"Adults",86
"6/3/2026","SARI",2-08-20,"Overall",172
"6/3/2026","SARI",2-08-20,"Pediatrics",86
"6/3/2026","SARI",2-10-20,"Adults",131
"6/3/2026","SARI",2-10-20,"Overall",205
"6/3/2026","SARI",2-10-20,"Pediatrics",74
"6/3/2026","SARI",2-11-20,"Adults",100
"6/3/2026","SARI",2-11-20,"Overall",222
"6/3/2026","SARI",2-11-20,"Pediatrics",122
"6/3/2026","SARI",2-12-20,"Adults",420
"6/3/2026","SARI",2-12-20,"Overall",537
"6/3/2026","SARI",2-12-20,"Pediatrics",117
"6/3/2026","SARI",3-01-20,"Adults",102
"6/3/2026","SARI",3-01-20,"Overall",175
"6/3/2026","SARI",3-01-20,"Pediatrics",73
"6/3/2026","SARI",3-02-20,"Adults",92
"6/3/2026","SARI",3-02-20,"Overall",155
"6/3/2026","SARI",3-02-20,"Pediatrics",63
"6/3/2026","SARI",3-04-20,"Adults",137
"6/3/2026","SARI",3-04-20,"Overall",289
"6/3/2026","SARI",3-04-20,"Pediatrics",152
"6/3/2026","SARI",3-05-20,"Adults",533
"6/3/2026","SARI",3-05-20,"Overall",702
"6/3/2026","SARI",3-05-20,"Pediatrics",169
"6/3/2026","SARI",3-07-20,"Adults",89
"6/3/2026","SARI",3-07-20,"Overall",192
"6/3/2026","SARI",3-07-20,"Pediatrics",103
"6/3/2026","SARI",3-08-20,"Adults",101
"6/3/2026","SARI",3-08-20,"Overall",181
"6/3/2026","SARI",3-08-20,"Pediatrics",80
"6/3/2026","SARI",3-09-20,"Adults",93
"6/3/2026","SARI",3-09-20,"Overall",164
"6/3/2026","SARI",3-09-20,"Pediatrics",71
"6/3/2026","SARI",3-11-20,"Adults",104
"6/3/2026","SARI",3-11-20,"Overall",300
"6/3/2026","SARI",3-11-20,"Pediatrics",196
"6/3/2026","SARI",3-12-20,"Adults",502
"6/3/2026","SARI",3-12-20,"Overall",730
"6/3/2026","SARI",3-12-20,"Pediatrics",228
"6/3/2026","SARI",4-01-20,"Adults",78
"6/3/2026","SARI",4-01-20,"Overall",251
"6/3/2026","SARI",4-01-20,"Pediatrics",173
"6/3/2026","SARI",4-02-20,"Adults",377
"6/3/2026","SARI",4-02-20,"Overall",567
"6/3/2026","SARI",4-02-20,"Pediatrics",190
"6/3/2026","SARI",4-04-20,"Adults",114
"6/3/2026","SARI",4-04-20,"Overall",243
"6/3/2026","SARI",4-04-20,"Pediatrics",129
"6/3/2026","SARI",4-05-20,"Adults",150
"6/3/2026","SARI",4-05-20,"Overall",292
"6/3/2026","SARI",4-05-20,"Pediatrics",142
"6/3/2026","SARI",4-06-20,"Adults",111
"6/3/2026","SARI",4-06-20,"Overall",223
"6/3/2026","SARI",4-06-20,"Pediatrics",112
"6/3/2026","SARI",4-08-20,"Adults",90
"6/3/2026","SARI",4-08-20,"Overall",275
"6/3/2026","SARI",4-08-20,"Pediatrics",185
"6/3/2026","SARI",4-09-20,"Adults",349
"6/3/2026","SARI",4-09-20,"Overall",573
"6/3/2026","SARI",4-09-20,"Pediatrics",224
"6/3/2026","SARI",4-11-20,"Adults",129
"6/3/2026","SARI",4-11-20,"Overall",265
"6/3/2026","SARI",4-11-20,"Pediatrics",136
"6/3/2026","SARI",4-12-20,"Adults",153
"6/3/2026","SARI",4-12-20,"Overall",307
"6/3/2026","SARI",4-12-20,"Pediatrics",154
"6/3/2026","SARI",5-02-20,"Adults",106
"6/3/2026","SARI",5-02-20,"Overall",292
"6/3/2026","SARI",5-02-20,"Pediatrics",186
"6/3/2026","SARI",5-03-20,"Adults",190
"6/3/2026","SARI",5-03-20,"Overall",402
"6/3/2026","SARI",5-03-20,"Pediatrics",212
"6/3/2026","SARI",5-04-20,"Adults",129
"6/3/2026","SARI",5-04-20,"Overall",287
"6/3/2026","SARI",5-04-20,"Pediatrics",158
"6/3/2026","SARI",5-06-20,"Adults",102
"6/3/2026","SARI",5-06-20,"Overall",484
"6/3/2026","SARI",5-06-20,"Pediatrics",382
"6/3/2026","SARI",5-07-20,"Adults",312
"6/3/2026","SARI",5-07-20,"Overall",613
"6/3/2026","SARI",5-07-20,"Pediatrics",301
"6/3/2026","SARI",5-10-20,"Adults",202
"6/3/2026","SARI",5-10-20,"Overall",408
"6/3/2026","SARI",5-10-20,"Pediatrics",206
"6/3/2026","SARI",5-11-20,"Adults",151
"6/3/2026","SARI",5-11-20,"Overall",338
"6/3/2026","SARI",5-11-20,"Pediatrics",187
"6/3/2026","SARI",6-01-20,"Adults",524
"6/3/2026","SARI",6-01-20,"Overall",1053
"6/3/2026","SARI",6-01-20,"Pediatrics",529
"6/3/2026","SARI",6-03-20,"Adults",182
"6/3/2026","SARI",6-03-20,"Overall",706
"6/3/2026","SARI",6-03-20,"Pediatrics",524
"6/3/2026","SARI",6-04-20,"Adults",457
"6/3/2026","SARI",6-04-20,"Overall",925
"6/3/2026","SARI",6-04-20,"Pediatrics",468
"6/3/2026","SARI",6-07-20,"Adults",515
"6/3/2026","SARI",6-07-20,"Overall",1046
"6/3/2026","SARI",6-07-20,"Pediatrics",531
"6/3/2026","SARI",6-08-20,"Adults",553
"6/3/2026","SARI",6-08-20,"Overall",1270
"6/3/2026","SARI",6-08-20,"Pediatrics",717
"6/3/2026","SARI",6-10-20,"Adults",190
"6/3/2026","SARI",6-10-20,"Overall",742
"6/3/2026","SARI",6-10-20,"Pediatrics",552
"6/3/2026","SARI",6-11-20,"Adults",482
"6/3/2026","SARI",6-11-20,"Overall",1042
"6/3/2026","SARI",6-11-20,"Pediatrics",560
"6/3/2026","SARI",7-01-20,"Adults",257
"6/3/2026","SARI",7-01-20,"Overall",675
"6/3/2026","SARI",7-01-20,"Pediatrics",418
"6/3/2026","SARI",7-02-20,"Adults",483
"6/3/2026","SARI",7-02-20,"Overall",871
"6/3/2026","SARI",7-02-20,"Pediatrics",388
"6/3/2026","SARI",7-05-20,"Adults",422
"6/3/2026","SARI",7-05-20,"Overall",971
"6/3/2026","SARI",7-05-20,"Pediatrics",549
"6/3/2026","SARI",7-06-20,"Adults",317
"6/3/2026","SARI",7-06-20,"Overall",891
"6/3/2026","SARI",7-06-20,"Pediatrics",574
"6/3/2026","SARI",7-08-20,"Adults",229
"6/3/2026","SARI",7-08-20,"Overall",582
"6/3/2026","SARI",7-08-20,"Pediatrics",353
"6/3/2026","SARI",7-09-20,"Adults",440
"6/3/2026","SARI",7-09-20,"Overall",868
"6/3/2026","SARI",7-09-20,"Pediatrics",428
"6/3/2026","SARI",7-12-20,"Adults",320
"6/3/2026","SARI",7-12-20,"Overall",838
"6/3/2026","SARI",7-12-20,"Pediatrics",518
"6/3/2026","SARI",8-02-20,"Adults",177
"6/3/2026","SARI",8-02-20,"Overall",726
"6/3/2026","SARI",8-02-20,"Pediatrics",549
"6/3/2026","SARI",8-03-20,"Adults",209
"6/3/2026","SARI",8-03-20,"Overall",662
"6/3/2026","SARI",8-03-20,"Pediatrics",453
"6/3/2026","SARI",8-05-20,"Adults",176
"6/3/2026","SARI",8-05-20,"Overall",391
"6/3/2026","SARI",8-05-20,"Pediatrics",215
"6/3/2026","SARI",8-06-20,"Adults",403
"6/3/2026","SARI",8-06-20,"Overall",675
"6/3/2026","SARI",8-06-20,"Pediatrics",272
"6/3/2026","SARI",8-09-20,"Adults",187
"6/3/2026","SARI",8-09-20,"Overall",695
"6/3/2026","SARI",8-09-20,"Pediatrics",508
"6/3/2026","SARI",8-10-20,"Adults",184
"6/3/2026","SARI",8-10-20,"Overall",668
"6/3/2026","SARI",8-10-20,"Pediatrics",484
"6/3/2026","SARI",8-12-20,"Adults",147
"6/3/2026","SARI",8-12-20,"Overall",409
"6/3/2026","SARI",8-12-20,"Pediatrics",262
"6/3/2026","SARI",9-02-20,"Adults",191
"6/3/2026","SARI",9-02-20,"Overall",443
"6/3/2026","SARI",9-02-20,"Pediatrics",252
"6/3/2026","SARI",9-03-20,"Adults",282
"6/3/2026","SARI",9-03-20,"Overall",611
"6/3/2026","SARI",9-03-20,"Pediatrics",329
"6/3/2026","SARI",9-06-20,"Adults",164
"6/3/2026","SARI",9-06-20,"Overall",591
"6/3/2026","SARI",9-06-20,"Pediatrics",427
"6/3/2026","SARI",9-07-20,"Adults",210
"6/3/2026","SARI",9-07-20,"Overall",718
"6/3/2026","SARI",9-07-20,"Pediatrics",508
"6/3/2026","SARI",9-09-20,"Adults",184
"6/3/2026","SARI",9-09-20,"Overall",417
"6/3/2026","SARI",9-09-20,"Pediatrics",233
"6/3/2026","SARI",9-10-20,"Adults",305
"6/3/2026","SARI",9-10-20,"Overall",616
"6/3/2026","SARI",9-10-20,"Pediatrics",311
"6/3/2026","SARI",10-01-20,"Adults",255
"6/3/2026","SARI",10-01-20,"Overall",561
"6/3/2026","SARI",10-01-20,"Pediatrics",306
"6/3/2026","SARI",10-04-20,"Adults",126
"6/3/2026","SARI",10-04-20,"Overall",425
"6/3/2026","SARI",10-04-20,"Pediatrics",299
"6/3/2026","SARI",10-05-20,"Adults",199
"6/3/2026","SARI",10-05-20,"Overall",511
"6/3/2026","SARI",10-05-20,"Pediatrics",312
"6/3/2026","SARI",10-07-20,"Adults",111
"6/3/2026","SARI",10-07-20,"Overall",301
"6/3/2026","SARI",10-07-20,"Pediatrics",190
"6/3/2026","SARI",10-08-20,"Adults",208
"6/3/2026","SARI",10-08-20,"Overall",480
"6/3/2026","SARI",10-08-20,"Pediatrics",272
"6/3/2026","SARI",10-11-20,"Adults",110
"6/3/2026","SARI",10-11-20,"Overall",383
"6/3/2026","SARI",10-11-20,"Pediatrics",273
"6/3/2026","SARI",10-12-20,"Adults",151
"6/3/2026","SARI",10-12-20,"Overall",401
"6/3/2026","SARI",10-12-20,"Pediatrics",250
"6/3/2026","SARI",11-01-20,"Adults",100
"6/3/2026","SARI",11-01-20,"Overall",259
"6/3/2026","SARI",11-01-20,"Pediatrics",159
"6/3/2026","SARI",11-02-20,"Adults",116
"6/3/2026","SARI",11-02-20,"Overall",353
"6/3/2026","SARI",11-02-20,"Pediatrics",237
"6/3/2026","SARI",11-04-20,"Adults",81
"6/3/2026","SARI",11-04-20,"Overall",210
"6/3/2026","SARI",11-04-20,"Pediatrics",129
"6/3/2026","SARI",11-05-20,"Adults",230
"6/3/2026","SARI",11-05-20,"Overall",481
"6/3/2026","SARI",11-05-20,"Pediatrics",251
"6/3/2026","SARI",11-08-20,"Adults",91
"6/3/2026","SARI",11-08-20,"Overall",309
"6/3/2026","SARI",11-08-20,"Pediatrics",218
"6/3/2026","SARI",11-09-20,"Adults",102
